VMV Code,Value Flag,Value,Lab Analysis Date,Station ID,Sample Date,Year-Month-Day,Sample Type Code,Watershed,Water Type,Station Description,Units,Variable Name,Variable Group,Method Description,Latitude,Longitude,Georeference
27,,21.3,06/04/2012 08:31:55 AM,ORB 33,07/28/2010 12:00:00 AM,2010-07-28,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,19.7,,ORB 32B,06/27/1986 12:00:00 AM,1986-06-27,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.7,07/31/1998 10:02:56 AM,ORB 38B,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary - 75 m downstream of Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1735,-62.8803,POINT (-62.8803 46.1735)
27,,23,03/17/2014 10:07:46 AM,ORB 32B,07/31/2013 12:00:00 AM,2013-07-31,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21.9,10/26/2000 04:01:33 PM,ORB 34B,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.9,02/13/2014 02:53:13 PM,ORB 34,07/27/2012 12:00:00 AM,2012-07-27,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,18.5,12/31/2008 01:03:51 PM,ORB 34,08/13/2008 12:00:00 AM,2008-08-13,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,18.6,12/31/2008 01:02:40 PM,ORB 33B,08/13/2008 12:00:00 AM,2008-08-13,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,21.9,10/26/2000 03:59:48 PM,ORB 34,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.1,08/25/2005 03:08:36 PM,ORB 34,08/02/2005 12:00:00 AM,2005-08-02,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.4,09/02/2003 01:06:57 PM,ORB 32B,08/07/2003 12:00:00 AM,2003-08-07,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,22.4,12/29/1999 02:57:10 PM,ORB 35B,08/04/1999 12:00:00 AM,1999-08-04,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,26,12/29/1999 02:46:54 PM,ORB 33,08/04/1999 12:00:00 AM,1999-08-04,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.8,01/07/2005 03:46:43 PM,ORB 33B,08/06/2004 12:00:00 AM,2004-08-06,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,21.1,,ORB 32B,07/17/1986 12:00:00 AM,1986-07-17,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,18.6,12/31/2008 01:01:06 PM,ORB 33,08/13/2008 12:00:00 AM,2008-08-13,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,24.2,12/29/1999 02:48:48 PM,ORB 33B,08/04/1999 12:00:00 AM,1999-08-04,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.9,08/28/2019 11:00:01 AM,ORB 34,07/29/2019 12:00:00 AM,2019-07-29,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,18.3,12/31/2008 01:06:04 PM,ORB 34B,08/13/2008 12:00:00 AM,2008-08-13,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.1,02/13/2014 02:53:29 PM,ORB 35B,07/27/2012 12:00:00 AM,2012-07-27,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,25.2,03/08/2021 10:01:58 AM,ORB 33,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,24.7,,ORB 32,08/06/1986 12:00:00 AM,1986-08-06,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,13.8,,ORB 32,05/21/1986 12:00:00 AM,1986-05-21,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21.4,08/14/2017 11:22:43 AM,ORB 35B,08/03/2017 12:00:00 AM,2017-08-03,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,21.9,10/26/2000 03:56:06 PM,ORB 33B,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22,08/14/2017 11:21:34 AM,ORB 34B,08/03/2017 12:00:00 AM,2017-08-03,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.7,06/04/2012 08:29:41 AM,ORB 34,07/28/2010 12:00:00 AM,2010-07-28,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,19.6,05/15/2012 03:18:49 PM,ORB 35,08/01/2011 12:00:00 AM,2011-08-01,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,20.1,06/04/2012 08:28:28 AM,ORB 34B,07/28/2010 12:00:00 AM,2010-07-28,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.8,03/17/2014 10:08:24 AM,ORB 34,07/31/2013 12:00:00 AM,2013-07-31,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,22.8,12/17/2001 11:50:23 AM,ORB 33B,08/15/2001 12:00:00 AM,2001-08-15,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.7,07/31/1998 09:57:27 AM,ORB 34,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,18.5,08/16/2006 03:25:01 PM,ORB 33B,08/15/2006 12:00:00 AM,2006-08-15,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.8,12/17/2001 11:57:35 AM,ORB 34B,08/15/2001 12:00:00 AM,2001-08-15,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,24.6,03/08/2021 10:02:32 AM,ORB 32B,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,22.9,12/29/1999 02:55:49 PM,ORB 35,08/04/1999 12:00:00 AM,1999-08-04,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,22.8,12/17/2001 11:46:57 AM,ORB 33,08/15/2001 12:00:00 AM,2001-08-15,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.9,01/07/2005 03:45:38 PM,ORB 33,08/06/2004 12:00:00 AM,2004-08-06,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,21.9,08/14/2017 11:22:10 AM,ORB 34,08/03/2017 12:00:00 AM,2017-08-03,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,19.1,08/25/2005 03:14:51 PM,ORB 35B,08/02/2005 12:00:00 AM,2005-08-02,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,22,10/26/2000 03:52:43 PM,ORB 33,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.8,12/17/2001 12:51:33 PM,ORB 35,08/15/2001 12:00:00 AM,2001-08-15,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,23.7,07/31/1998 09:54:35 AM,ORB 33,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,21.6,03/17/2014 10:08:52 AM,ORB 35,07/31/2013 12:00:00 AM,2013-07-31,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,20.8,07/27/2009 02:36:53 PM,ORB 32,07/27/2009 12:00:00 AM,2009-07-27,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23,03/17/2014 10:07:55 AM,ORB 32,07/31/2013 12:00:00 AM,2013-07-31,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,19,05/06/2016 09:05:23 AM,ORB 34,08/10/2015 12:00:00 AM,2015-08-10,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.8,10/26/2000 04:12:53 PM,ORB 32,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21.3,08/15/2006 01:11:55 PM,ORB 34,08/04/2006 12:00:00 AM,2006-08-04,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,23.1,05/07/2015 09:26:43 AM,ORB 35,07/29/2014 12:00:00 AM,2014-07-29,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,21.9,02/13/2014 02:53:01 PM,ORB 34B,07/27/2012 12:00:00 AM,2012-07-27,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,18.8,12/31/2008 12:58:36 PM,ORB 32,08/13/2008 12:00:00 AM,2008-08-13,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.8,08/14/2017 11:19:29 AM,ORB 32,08/03/2017 12:00:00 AM,2017-08-03,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21.6,09/08/2016 08:41:40 AM,ORB 35B,08/03/2016 12:00:00 AM,2016-08-03,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,17.8,08/15/2006 01:15:34 PM,ORB 35B,08/04/2006 12:00:00 AM,2006-08-04,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,21.1,02/13/2014 02:55:10 PM,ORB 35,07/27/2012 12:00:00 AM,2012-07-27,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,20.1,05/15/2012 03:13:22 PM,ORB 33B,08/01/2011 12:00:00 AM,2011-08-01,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,18.4,08/16/2006 03:24:02 PM,ORB 33,08/15/2006 12:00:00 AM,2006-08-15,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.9,02/13/2014 02:51:55 PM,ORB 32B,07/27/2012 12:00:00 AM,2012-07-27,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,20.9,07/27/2009 02:33:10 PM,ORB 33,07/27/2009 12:00:00 AM,2009-07-27,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,21.2,12/19/2002 11:15:56 AM,ORB 33,08/06/2002 12:00:00 AM,2002-08-06,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.2,10/26/2000 04:14:53 PM,ORB 32B,08/11/2000 12:00:00 AM,2000-08-11,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,18.5,07/27/2009 02:25:03 PM,ORB 35B,07/27/2009 12:00:00 AM,2009-07-27,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,23.2,08/15/2006 01:01:56 PM,ORB 32B,08/04/2006 12:00:00 AM,2006-08-04,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21.1,12/19/2002 11:18:44 AM,ORB 33B,08/06/2002 12:00:00 AM,2002-08-06,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,17.3,08/20/2007 09:37:12 AM,ORB 35B,08/01/2007 12:00:00 AM,2007-08-01,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,22.5,09/08/2016 08:42:38 AM,ORB 35,08/03/2016 12:00:00 AM,2016-08-03,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,22.6,08/28/2019 11:02:25 AM,ORB 35,07/29/2019 12:00:00 AM,2019-07-29,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,18.3,09/02/2003 01:17:55 PM,ORB 35B,08/07/2003 12:00:00 AM,2003-08-07,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,22.8,12/29/1999 02:53:47 PM,ORB 34B,08/04/1999 12:00:00 AM,1999-08-04,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,23.9,08/14/2017 11:18:51 AM,ORB 32B,08/03/2017 12:00:00 AM,2017-08-03,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.7,08/28/2019 10:55:57 AM,ORB 32B,07/29/2019 12:00:00 AM,2019-07-29,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,24.3,,ORB 32B,08/06/1986 12:00:00 AM,1986-08-06,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,18.6,08/16/2006 03:25:48 PM,ORB 34,08/15/2006 12:00:00 AM,2006-08-15,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.2,08/15/2006 01:14:27 PM,ORB 35,08/04/2006 12:00:00 AM,2006-08-04,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,20.3,05/15/2012 03:14:12 PM,ORB 33,08/01/2011 12:00:00 AM,2011-08-01,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,23,07/31/1998 10:00:59 AM,ORB 36B,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary 1.1 km downstream of Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1648,-62.8819,POINT (-62.8819 46.1648)
27,,24.6,03/08/2021 10:03:03 AM,ORB 32,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.3,08/20/2007 09:38:28 AM,ORB 34,08/01/2007 12:00:00 AM,2007-08-01,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.2,05/06/2016 09:29:01 AM,ORB 32,08/10/2015 12:00:00 AM,2015-08-10,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,24.6,,ORB 32B,08/14/1986 12:00:00 AM,1986-08-14,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,25.2,03/08/2021 10:01:19 AM,ORB 33B,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,24.7,,ORB 32,08/14/1986 12:00:00 AM,1986-08-14,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.2,09/08/2016 08:20:25 AM,ORB 32B,08/03/2016 12:00:00 AM,2016-08-03,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,22.8,08/28/2019 11:01:24 AM,ORB 34B,07/29/2019 12:00:00 AM,2019-07-29,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.7,12/19/2002 11:09:35 AM,ORB 32,08/06/2002 12:00:00 AM,2002-08-06,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,20.1,07/27/2009 02:28:31 PM,ORB 34B,07/27/2009 12:00:00 AM,2009-07-27,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,21.6,12/19/2002 11:12:53 AM,ORB 32B,08/06/2002 12:00:00 AM,2002-08-06,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,25.2,03/08/2021 10:00:19 AM,ORB 34B,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.3,08/25/2005 03:02:08 PM,ORB 33,08/02/2005 12:00:00 AM,2005-08-02,1,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,22.8,12/17/2001 12:55:33 PM,ORB 35B,08/15/2001 12:00:00 AM,2001-08-15,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,24.6,08/20/2007 09:45:21 AM,ORB 32B,08/01/2007 12:00:00 AM,2007-08-01,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,24.8,08/20/2007 09:44:22 AM,ORB 32,08/01/2007 12:00:00 AM,2007-08-01,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.5,09/08/2016 08:25:51 AM,ORB 33,08/03/2016 12:00:00 AM,2016-08-03,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,23.2,07/31/1998 09:59:03 AM,ORB 34B,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,23.5,09/08/2016 08:22:34 AM,ORB 33B,08/03/2016 12:00:00 AM,2016-08-03,2,Orwell Bay,MW,Vernon R Estuary - 200 m downstream Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1726,-62.8805,POINT (-62.8805 46.1726)
27,,25.3,03/08/2021 09:59:02 AM,ORB 35B,08/02/2018 12:00:00 AM,2018-08-02,2,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
27,,23.8,05/07/2015 12:14:06 PM,ORB 32B,07/29/2014 12:00:00 AM,2014-07-29,2,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,21,08/15/2006 01:13:24 PM,ORB 34B,08/04/2006 12:00:00 AM,2006-08-04,1,Orwell Bay,MW,Vernon R Estuary - 400 m NW of Davies Pt,(°C),Temperature,physicals,field multi meter,46.1512,-62.892,POINT (-62.892 46.1512)
27,,20.8,07/27/2009 02:34:40 PM,ORB 32B,07/27/2009 12:00:00 AM,2009-07-27,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,15.3,,ORB 32,06/06/1986 12:00:00 AM,1986-06-06,1,Orwell Bay,MW,Vernon R Estuary 1.8 km above Vernon Bridge,(°C),Temperature,physicals,field multi meter,46.1868,-62.8657,POINT (-62.8657 46.1868)
27,,23.9,07/31/1998 10:03:38 AM,ORB 37,07/22/1998 12:00:00 AM,1998-07-22,1,Orwell Bay,MW,Vernon R Estuary just below Rt 1 bridge,(°C),Temperature,physicals,field multi meter,46.1741,-62.8805,POINT (-62.8805 46.1741)
27,,20.3,12/19/2002 11:29:12 AM,ORB 35B,08/06/2002 12:00:00 AM,2002-08-06,1,Orwell Bay,MW,Orwell Bay - 500 m SE of Penn Pt,(°C),Temperature,physicals,field multi meter,46.1257,-62.9055,POINT (-62.9055 46.1257)
