MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,9,M ,ISM,M1,WTEMP,,23.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,8,M ,ISM,M1,WTEMP,,23.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,6,M ,ISM,M1,WTEMP,,24,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,5,M ,ISM,M1,WTEMP,,24,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,0.5,S ,ISM,M1,WTEMP,,17,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,7,AP,ISM,M1,WTEMP,,24,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,10,BP,ISM,M1,WTEMP,,23.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,13.5,B ,ISM,M1,WTEMP,,23.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,4,M ,ISM,M1,WTEMP,,24.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,3,M ,ISM,M1,WTEMP,,24.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,2,M ,ISM,M1,WTEMP,,24.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,599026,BAY794,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/7/21,9:50:00,14.5,8.5,8.5,1,M ,ISM,M1,WTEMP,,24.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,13.3,B ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,5,AP,ISM,M1,WTEMP,,16.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,3,M ,ISM,M1,WTEMP,,16.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,2,M ,ISM,M1,WTEMP,,17,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,1,M ,ISM,M1,WTEMP,,17,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,8,BP,ISM,M1,WTEMP,,16.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,13,M ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,12,M ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,11,M ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,10,M ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,9,M ,ISM,M1,WTEMP,,16.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,7,M ,ISM,M1,WTEMP,,16.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,6,M ,ISM,M1,WTEMP,,16.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,598910,BAY792,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/21,9:35:00,14.3,6.5,6.5,4,M ,ISM,M1,WTEMP,,16.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101912,BAY064,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/3/87,9:00:00,15.5,,,0.3,S ,ISM,M1,WTEMP,,28.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101912,BAY064,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/3/87,9:00:00,15.5,,,9.1,M ,ISM,M1,WTEMP,,28.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101912,BAY064,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/3/87,9:00:00,15.5,,,4.6,M ,ISM,M1,WTEMP,,28.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,63607,BAY097,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/17/89,8:45:00,16.5,,,0.3,S ,ISM,M1,WTEMP,,11.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101799,BAY063,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/87,8:25:00,15.5,,,15.2,B ,ISM,M1,WTEMP,,26.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101799,BAY063,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/87,8:25:00,15.5,,,13.7,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101799,BAY063,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/87,8:25:00,15.5,,,9.1,M ,ISM,M1,WTEMP,,27.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101522,BAY062,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/87,9:00:00,15.3,,,15,B ,ISM,M1,WTEMP,,24.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101799,BAY063,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/87,8:25:00,15.5,,,4.6,M ,ISM,M1,WTEMP,,27.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101522,BAY062,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/87,9:00:00,15.3,,,13.7,M ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101799,BAY063,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/87,8:25:00,15.5,,,0.3,S ,ISM,M1,WTEMP,,27.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101337,BAY060,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/15/87,8:50:00,14.9,,,14.6,B ,ISM,M1,WTEMP,,20.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101522,BAY062,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/87,9:00:00,15.3,,,9.1,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101522,BAY062,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/87,9:00:00,15.3,,,4.6,M ,ISM,M1,WTEMP,,26.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101522,BAY062,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/87,9:00:00,15.3,,,0.3,S ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,0.3,S ,ISM,M1,WTEMP,,17.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102658,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/14/87,8:30:00,15.7,,,12.4,B ,ISM,M1,WTEMP,,25.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102658,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/14/87,8:30:00,15.7,,,9.1,M ,ISM,M1,WTEMP,,25,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102658,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/14/87,8:30:00,15.7,,,4.6,M ,ISM,M1,WTEMP,,25,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102658,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/14/87,8:30:00,15.7,,,0.3,S ,ISM,M1,WTEMP,,24.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102367,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/1/87,8:50:00,15.5,,,13.7,B ,ISM,M1,WTEMP,,25.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102367,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/1/87,8:50:00,15.5,,,9.1,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102367,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/1/87,8:50:00,15.5,,,4.6,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102367,BAY066,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/1/87,8:50:00,15.5,,,0.3,S ,ISM,M1,WTEMP,,25.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102178,BAY065,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/17/87,9:25:00,16.3,,,16,B ,ISM,M1,WTEMP,,27.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102178,BAY065,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/17/87,9:25:00,16.3,,,13.7,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102178,BAY065,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/17/87,9:25:00,16.3,,,9.1,M ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101912,BAY064,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/3/87,9:00:00,15.5,,,15.2,B ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102178,BAY065,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/17/87,9:25:00,16.3,,,4.6,M ,ISM,M1,WTEMP,,28.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,101912,BAY064,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/3/87,9:00:00,15.5,,,13.7,M ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102178,BAY065,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/17/87,9:25:00,16.3,,,0.3,S ,ISM,M1,WTEMP,,29.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,0.3,S ,ISM,M1,WTEMP,,15.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,4.6,M ,ISM,M1,WTEMP,,18,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,13.7,M ,ISM,M1,WTEMP,,18,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,9.1,M ,ISM,M1,WTEMP,,18.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,0.3,S ,ISM,M1,WTEMP,,9.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,102837,BAY068,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/5/87,8:50:00,15.9,,,15.6,B ,ISM,M1,WTEMP,,18,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,9.1,M ,ISM,M1,WTEMP,,16,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,4.6,M ,ISM,M1,WTEMP,,16.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,15.5,B ,ISM,M1,WTEMP,,8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,9.1,M ,ISM,M1,WTEMP,,7.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,4.6,M ,ISM,M1,WTEMP,,8.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,0.3,S ,ISM,M1,WTEMP,,6.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,15.8,B ,ISM,M1,WTEMP,,10.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,13.7,M ,ISM,M1,WTEMP,,10.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,9.1,M ,ISM,M1,WTEMP,,10.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,15.7,B ,ISM,M1,WTEMP,,16.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107434,BAY070,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/16/87,8:45:00,16.1,,,4.6,M ,ISM,M1,WTEMP,,10.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107158,BAY069,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/19/87,9:00:00,16,,,13.7,M ,ISM,M1,WTEMP,,16.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,0.3,S ,ISM,M1,WTEMP,,2.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,107767,BAY071,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/14/87,8:30:00,15.8,,,13.7,M ,ISM,M1,WTEMP,,7.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,9.1,M ,ISM,M1,WTEMP,,2.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,4.6,M ,ISM,M1,WTEMP,,2.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,15.3,B ,ISM,M1,WTEMP,,3.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,4.6,M ,ISM,M1,WTEMP,,9.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108356,BAY073,TWQM,TRIB,MDDNR,MDDNR,RET2.4,2/22/88,8:45:00,15.6,,,13.7,M ,ISM,M1,WTEMP,,3.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,0.3,S ,ISM,M1,WTEMP,,9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,0.3,S ,ISM,M1,WTEMP,,12.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,15.1,B ,ISM,M1,WTEMP,,12.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,13,B ,ISM,M1,WTEMP,,8.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,0.3,S ,ISM,M1,WTEMP,,12.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,13.7,M ,ISM,M1,WTEMP,,12.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,9.1,M ,ISM,M1,WTEMP,,12.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108904,BAY076,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/11/88,8:40:00,15.4,,,4.6,M ,ISM,M1,WTEMP,,13,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,108778,BAY075,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/28/88,9:00:00,15.1,,,9.1,M ,ISM,M1,WTEMP,,8.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,0.3,S ,ISM,M1,WTEMP,,22.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,13.7,M ,ISM,M1,WTEMP,,12,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,9.1,M ,ISM,M1,WTEMP,,15.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,4.6,M ,ISM,M1,WTEMP,,15.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,0.3,S ,ISM,M1,WTEMP,,15.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,15.2,B ,ISM,M1,WTEMP,,12,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,9.1,M ,ISM,M1,WTEMP,,12.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,109133,BAY077,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/25/88,9:20:00,15.5,,,4.6,M ,ISM,M1,WTEMP,,13.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,15.5,B ,ISM,M1,WTEMP,,19.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,9.1,M ,ISM,M1,WTEMP,,19.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,4.6,M ,ISM,M1,WTEMP,,19.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,0.3,S ,ISM,M1,WTEMP,,20.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,14.4,B ,ISM,M1,WTEMP,,20.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,13.7,M ,ISM,M1,WTEMP,,20.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,9.1,M ,ISM,M1,WTEMP,,21.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,15.3,B ,ISM,M1,WTEMP,,15.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94941,BAY079,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/23/88,9:20:00,14.7,,,4.6,M ,ISM,M1,WTEMP,,21.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,94586,BAY078,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/9/88,8:40:00,15.6,,,13.7,M ,ISM,M1,WTEMP,,15.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,0.3,S ,ISM,M1,WTEMP,,24.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,13.7,M ,ISM,M1,WTEMP,,22.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,9.1,M ,ISM,M1,WTEMP,,24.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95300,BAY081,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/20/88,9:15:00,16.9,,,4.6,M ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,95067,BAY080,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/6/88,8:40:00,15.8,,,13.7,M ,ISM,M1,WTEMP,,19.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83937,BAY049,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/27/86,8:40:00,16.3,,,0.3,S ,ISM,M1,WTEMP,,16.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83792,BAY048,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/14/86,9:50:00,15.6,,,13.7,M ,ISM,M1,WTEMP,,19.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83937,BAY049,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/27/86,8:40:00,16.3,,,9.1,M ,ISM,M1,WTEMP,,16.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83937,BAY049,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/27/86,8:40:00,16.3,,,4.6,M ,ISM,M1,WTEMP,,16.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83792,BAY048,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/14/86,9:50:00,15.6,,,15.3,B ,ISM,M1,WTEMP,,19.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,83792,BAY048,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/14/86,9:50:00,15.6,,,9.1,M ,ISM,M1,WTEMP,,19.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
