qPCR_plate,short_label,cq_well_position,clean_ID
qpcr_pl4,D4_PlDNA8,D09,D4_CviMVP_PlDNA_8_SG_1979_4d9cf09e
qpcr_pl4,E4_PlDNA8,E09,E4_CviMVP_PlDNA_8_SG_1110_fa506746
qpcr_pl4,F4_PlDNA8,F09,F4_CviMVP_PlDNA_8_SG_1413_3470f785
qpcr_pl4,G4_PlDNA8,G09,G4_CviMVP_PlDNA_8_SG_1940_aa240ac0
qpcr_pl4,H4_PlDNA8,H09,H4_CviMVP_PlDNA_8_SG_1978_d8d8fcac
qpcr_pl4,A4_PlDNA8,A10,A4_CviMVP_PlDNA_8_SG_1018_d1b93996
qpcr_pl4,B4_PlDNA8,B10,B4_CviMVP_PlDNA_8_SG_1934_cc08ebbc
qpcr_pl4,C4_PlDNA8,C10,C4_CviMVP_PlDNA_8_SG_1960_3357f004
qpcr_pl4,D4_PlDNA8,D10,D4_CviMVP_PlDNA_8_SG_1979_4d9cf09e
qpcr_pl4,E4_PlDNA8,E10,E4_CviMVP_PlDNA_8_SG_1110_fa506746
qpcr_pl4,F4_PlDNA8,F10,F4_CviMVP_PlDNA_8_SG_1413_3470f785
qpcr_pl4,G4_PlDNA8,G10,G4_CviMVP_PlDNA_8_SG_1940_aa240ac0
qpcr_pl4,H4_PlDNA8,H10,H4_CviMVP_PlDNA_8_SG_1978_d8d8fcac
qpcr_pl4,A5_PlDNA8,B11,A5_CviMVP_PlDNA_8_SG_1193_ce1081da
qpcr_pl4,B5_PlDNA8,C11,B5_CviMVP_PlDNA_8_SG_1915_6081db2b
qpcr_pl4,C5_PlDNA8,D11,C5_CviMVP_PlDNA_8_SG_1469_a4aec96e
qpcr_pl4,D5_PlDNA8,E11,D5_CviMVP_PlDNA_8_SG_1958_1cc13247
qpcr_pl4,E5_PlDNA8,F11,E5_CviMVP_PlDNA_8_SG_1644_56daca75
qpcr_pl4,A5_PlDNA8,B12,A5_CviMVP_PlDNA_8_SG_1193_ce1081da
qpcr_pl4,B5_PlDNA8,C12,B5_CviMVP_PlDNA_8_SG_1915_6081db2b
qpcr_pl4,C5_PlDNA8,D12,C5_CviMVP_PlDNA_8_SG_1469_a4aec96e
qpcr_pl4,D5_PlDNA8,E12,D5_CviMVP_PlDNA_8_SG_1958_1cc13247
qpcr_pl4,E5_PlDNA8,F12,E5_CviMVP_PlDNA_8_SG_1644_56daca75
qpcr_pl5,A6_PlDNA8,A03,A6_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1841_a851fd66
qpcr_pl5,B6_PlDNA8,B03,B6_CviMVP_PlDNA_8_SG_1300_44ce9ee3
qpcr_pl5,C6_PlDNA8,C03,C6_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1727_ae5c9174
qpcr_pl5,D6_PlDNA8,D03,D6_CviMVP_PlDNA_8_SG_1985_db2b8025
qpcr_pl5,E6_PlDNA8,E03,E6_CviMVP_PlDNA_8_SG_1945_47841aa2
qpcr_pl5,F6_PlDNA8,F03,F6_CviMVP_PlDNA_8_SG_1942_7d9bec89
qpcr_pl5,G6_PlDNA8,G03,G6_CviMVP_PlDNA_8_SG_1683_f7d0048b
qpcr_pl5,H6_PlDNA8,H03,H6_CviMVP_PlDNA_8_SG_1399_2a0af914
qpcr_pl5,A6_PlDNA8,A04,A6_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1841_a851fd66
qpcr_pl5,B6_PlDNA8,B04,B6_CviMVP_PlDNA_8_SG_1300_44ce9ee3
qpcr_pl5,C6_PlDNA8,C04,C6_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1727_ae5c9174
qpcr_pl5,D6_PlDNA8,D04,D6_CviMVP_PlDNA_8_SG_1985_db2b8025
qpcr_pl5,E6_PlDNA8,E04,E6_CviMVP_PlDNA_8_SG_1945_47841aa2
qpcr_pl5,F6_PlDNA8,F04,F6_CviMVP_PlDNA_8_SG_1942_7d9bec89
qpcr_pl5,G6_PlDNA8,G04,G6_CviMVP_PlDNA_8_SG_1683_f7d0048b
qpcr_pl5,H6_PlDNA8,H04,H6_CviMVP_PlDNA_8_SG_1399_2a0af914
qpcr_pl5,A7_PlDNA8,A05,A7_CviMVP_PlDNA_8_SG_1974_61233be3
qpcr_pl5,B7_PlDNA8,B05,B7_CviMVP_PlDNA_8_SG_1614_19a95902
qpcr_pl5,C7_PlDNA8,C05,C7_CviMVP_PlDNA_8_SG_1192_0fe6e60e
qpcr_pl5,D7_PlDNA8,D05,D7_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1501_f7ccf56f
qpcr_pl5,E7_PlDNA8,E05,E7_CviMVP_PlDNA_8_SG_1251_5c726cbb
qpcr_pl5,F7_PlDNA8,F05,F7_CviMVP_PlDNA_8_SG_1966_f8c004b4
qpcr_pl5,G7_PlDNA8,G05,
qpcr_pl5,H7_PlDNA8,H05,H7_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1721_65316746
qpcr_pl5,A7_PlDNA8,A06,A7_CviMVP_PlDNA_8_SG_1974_61233be3
qpcr_pl5,B7_PlDNA8,B06,B7_CviMVP_PlDNA_8_SG_1614_19a95902
qpcr_pl5,C7_PlDNA8,C06,C7_CviMVP_PlDNA_8_SG_1192_0fe6e60e
qpcr_pl5,D7_PlDNA8,D06,D7_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1501_f7ccf56f
qpcr_pl5,E7_PlDNA8,E06,E7_CviMVP_PlDNA_8_SG_1251_5c726cbb
qpcr_pl5,F7_PlDNA8,F06,F7_CviMVP_PlDNA_8_SG_1966_f8c004b4
qpcr_pl5,G7_PlDNA8,G06,
qpcr_pl5,H7_PlDNA8,H06,H7_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1721_65316746
qpcr_pl5,A8_PlDNA8,A07,A8_CviMVP_PlDNA_8_SG_1961_5fb604b5
qpcr_pl5,B8_PlDNA8,B07,B8_CviMVP_PlDNA_8_SG_1543_2be99652
qpcr_pl5,C8_PlDNA8,C07,C8_CviMVP_PlDNA_8_SG_1932_20da4fab
qpcr_pl5,D8_PlDNA8,D07,D8_CviMVP_PlDNA_8_SG_1349_2d6f6e87
qpcr_pl5,E8_PlDNA8,E07,
qpcr_pl5,F8_PlDNA8,F07,F8_CviMVP_PlDNA_8_SG_1132_c78437b2
qpcr_pl5,G8_PlDNA8,G07,G8_CviMVP_PlDNA_8_SG_1567_d4e8b574
qpcr_pl5,H8_PlDNA8,H07,H8_CviMVP_PlDNA_8_SG_1717_4c543071
qpcr_pl5,A8_PlDNA8,A08,A8_CviMVP_PlDNA_8_SG_1961_5fb604b5
qpcr_pl5,B8_PlDNA8,B08,B8_CviMVP_PlDNA_8_SG_1543_2be99652
qpcr_pl5,C8_PlDNA8,C08,C8_CviMVP_PlDNA_8_SG_1932_20da4fab
qpcr_pl5,D8_PlDNA8,D08,D8_CviMVP_PlDNA_8_SG_1349_2d6f6e87
qpcr_pl5,E8_PlDNA8,E08,
qpcr_pl5,F8_PlDNA8,F08,F8_CviMVP_PlDNA_8_SG_1132_c78437b2
qpcr_pl5,G8_PlDNA8,G08,G8_CviMVP_PlDNA_8_SG_1567_d4e8b574
qpcr_pl5,H8_PlDNA8,H08,H8_CviMVP_PlDNA_8_SG_1717_4c543071
qpcr_pl5,A9_PlDNA8,A09,A9_CviMVP_PlDNA_8_SG_1412_25359cc5
qpcr_pl5,B9_PlDNA8,B09,B9_CviMVP_PlDNA_8_SG_1956_2c578cb3
qpcr_pl5,C9_PlDNA8,C09,C9_CviMVP_PlDNA_8_SG_1388_408449ca
qpcr_pl5,D9_PlDNA8,D09,D9_CviMVP_PlDNA_8_SG_1364_c3cc12f7
qpcr_pl5,E9_PlDNA8,E09,E9_CviMVP_PlDNA_8_SG_1290_0146de7c
qpcr_pl5,F9_PlDNA8,F09,F9_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1500_66a95736
qpcr_pl5,G9_PlDNA8,G09,G9_CviMVP_PlDNA_8_SG_1327_ed207175
qpcr_pl5,H9_PlDNA8,H09,H9_CviMVP_PlDNA_8_SG_1973_6e1dd4a0
qpcr_pl5,A9_PlDNA8,A10,A9_CviMVP_PlDNA_8_SG_1412_25359cc5
qpcr_pl5,B9_PlDNA8,B10,B9_CviMVP_PlDNA_8_SG_1956_2c578cb3
qpcr_pl5,C9_PlDNA8,C10,C9_CviMVP_PlDNA_8_SG_1388_408449ca
qpcr_pl5,D9_PlDNA8,D10,D9_CviMVP_PlDNA_8_SG_1364_c3cc12f7
qpcr_pl5,E9_PlDNA8,E10,E9_CviMVP_PlDNA_8_SG_1290_0146de7c
qpcr_pl5,F9_PlDNA8,F10,F9_CviMVP_PlDNA_8_SG.sharedLotterhosPuritz_1500_66a95736
qpcr_pl5,G9_PlDNA8,G10,G9_CviMVP_PlDNA_8_SG_1327_ed207175
qpcr_pl5,H9_PlDNA8,H10,H9_CviMVP_PlDNA_8_SG_1973_6e1dd4a0
qpcr_pl5,F5_PlDNA8,B11,F5_CviMVP_PlDNA_8_SG_1685_5ab3f690
qpcr_pl5,G5_PlDNA8,C11,G5_CviMVP_PlDNA_8_SG_1929_f5d9f828
qpcr_pl5,H5_PlDNA8,D11,H5_CviMVP_PlDNA_8_SG_1462_7035a568
qpcr_pl5,F7_PlDNA10,E11,F7_CviMVP_PlDNA_8_SG_1966_f8c004b4
qpcr_pl5,G7_PlDNA10,F11,
qpcr_pl5,F5_PlDNA8,B12,F5_CviMVP_PlDNA_8_SG_1685_5ab3f690
qpcr_pl5,G5_PlDNA8,C12,G5_CviMVP_PlDNA_8_SG_1929_f5d9f828
qpcr_pl5,H5_PlDNA8,D12,H5_CviMVP_PlDNA_8_SG_1462_7035a568
qpcr_pl5,F7_PlDNA10,E12,F7_CviMVP_PlDNA_8_SG_1966_f8c004b4
qpcr_pl5,G7_PlDNA10,F12,
qpcr_pl6,A1_PIDNA1,A03,A1_CviMVP_PlDNA_1_SG_1578_ce10073c
qpcr_pl6,B1_PIDNA1,B03,B1_CviMVP_PlDNA_1_SG_1622_8952d237
qpcr_pl6,C1_PIDNA1,C03,C1_CviMVP_PlDNA_1_SG_1120_814ca307
qpcr_pl6,D1_PIDNA1,D03,D1_CviMVP_PlDNA_1_SG_1463_32cff799
qpcr_pl6,E1_PIDNA1,E03,E1_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1749_1339c6df
qpcr_pl6,F1_PIDNA1,F03,F1_CviMVP_PlDNA_1_SG_1605_a0a8cbba
qpcr_pl6,G1_PIDNA1,G03,G1_CviMVP_PlDNA_1_SG_1576_50e361db
qpcr_pl6,H1_PIDNA1,H03,H1_CviMVP_PlDNA_1_SG_1611_a218009b
qpcr_pl6,A1_PIDNA1,A04,A1_CviMVP_PlDNA_1_SG_1578_ce10073c
qpcr_pl6,B1_PIDNA1,B04,B1_CviMVP_PlDNA_1_SG_1622_8952d237
qpcr_pl6,C1_PIDNA1,C04,C1_CviMVP_PlDNA_1_SG_1120_814ca307
qpcr_pl6,D1_PIDNA1,D04,D1_CviMVP_PlDNA_1_SG_1463_32cff799
qpcr_pl6,E1_PIDNA1,E04,E1_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1749_1339c6df
qpcr_pl6,F1_PIDNA1,F04,F1_CviMVP_PlDNA_1_SG_1605_a0a8cbba
qpcr_pl6,G1_PIDNA1,G04,G1_CviMVP_PlDNA_1_SG_1576_50e361db
qpcr_pl6,H1_PIDNA1,H04,H1_CviMVP_PlDNA_1_SG_1611_a218009b
qpcr_pl6,A2_PIDNA1,A05,A2_CviMVP_PlDNA_1_SG_1252_dcaed37c
qpcr_pl6,B2_PIDNA1,B05,B2_CviMVP_PlDNA_1_SG_1451_5767505c
qpcr_pl6,C2_PIDNA1,C05,C2_CviMVP_PlDNA_1_SG_1603_f868f1b7
qpcr_pl6,D2_PIDNA1,D05,D2_CviMVP_PlDNA_1_SG_1393_6e3e8ad0
qpcr_pl6,E2_PIDNA1,E05,E2_CviMVP_PlDNA_1_SG_1624_f59660b5
qpcr_pl6,F2_PIDNA1,F05,F2_CviMVP_PlDNA_1_SG_1394_cd8aba4f
qpcr_pl6,G2_PIDNA1,G05,G2_CviMVP_PlDNA_1_SG_1460_2e2fcbcb
qpcr_pl6,H2_PIDNA1,H05,H2_CviMVP_PlDNA_1_SG_1253_50c2953b
qpcr_pl6,A2_PIDNA1,A06,A2_CviMVP_PlDNA_1_SG_1252_dcaed37c
qpcr_pl6,B2_PIDNA1,B06,B2_CviMVP_PlDNA_1_SG_1451_5767505c
qpcr_pl6,C2_PIDNA1,C06,C2_CviMVP_PlDNA_1_SG_1603_f868f1b7
qpcr_pl6,D2_PIDNA1,D06,D2_CviMVP_PlDNA_1_SG_1393_6e3e8ad0
qpcr_pl6,E2_PIDNA1,E06,E2_CviMVP_PlDNA_1_SG_1624_f59660b5
qpcr_pl6,F2_PIDNA1,F06,F2_CviMVP_PlDNA_1_SG_1394_cd8aba4f
qpcr_pl6,G2_PIDNA1,G06,G2_CviMVP_PlDNA_1_SG_1460_2e2fcbcb
qpcr_pl6,H2_PIDNA1,H06,H2_CviMVP_PlDNA_1_SG_1253_50c2953b
qpcr_pl6,A3_PIDNA1,A07,A3_CviMVP_PlDNA_1_SG_1103_107ab9bb
qpcr_pl6,B3_PIDNA1,B07,B3_CviMVP_PlDNA_1_SG_1231_b33de568
qpcr_pl6,C3_PIDNA1,C07,C3_CviMVP_PlDNA_1_SG_1397_c67e0a12
qpcr_pl6,D3_PIDNA1,D07,D3_CviMVP_PlDNA_1_SG_1446_7577ead5
qpcr_pl6,E3_PIDNA1,E07,E3_CviMVP_PlDNA_1_SG_1457_1069de49
qpcr_pl6,G3_PIDNA1,F07,G3_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1750_c3f4dbef
qpcr_pl6,H3_PIDNA1,G07,H3_CviMVP_PlDNA_1_SG_1586_8fe62d94
qpcr_pl6,F5_PIDNA1,H07,F5_CviMVP_PlDNA_1_SG_1381_205acadd
qpcr_pl6,A3_PIDNA1,A08,A3_CviMVP_PlDNA_1_SG_1103_107ab9bb
qpcr_pl6,B3_PIDNA1,B08,B3_CviMVP_PlDNA_1_SG_1231_b33de568
qpcr_pl6,C3_PIDNA1,C08,C3_CviMVP_PlDNA_1_SG_1397_c67e0a12
qpcr_pl6,D3_PIDNA1,D08,D3_CviMVP_PlDNA_1_SG_1446_7577ead5
qpcr_pl6,E3_PIDNA1,E08,E3_CviMVP_PlDNA_1_SG_1457_1069de49
qpcr_pl6,G3_PIDNA1,F08,G3_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1750_c3f4dbef
qpcr_pl6,H3_PIDNA1,G08,H3_CviMVP_PlDNA_1_SG_1586_8fe62d94
qpcr_pl6,F5_PIDNA1,H08,F5_CviMVP_PlDNA_1_SG_1381_205acadd
qpcr_pl6,A4_PlDNA1,A09,A4_CviMVP_PlDNA_1_SG_1395_7c3f2e88
qpcr_pl6,C4_PlDNA1,B09,C4_CviMVP_PlDNA_1_SG_1241_ec5d53a6
qpcr_pl6,D4_PlDNA1,C09,D4_CviMVP_PlDNA_1_SG_1430_2848cce4
qpcr_pl6,E4_PlDNA1,D09,E4_CviMVP_PlDNA_1_SG_1126_c5ba762d
qpcr_pl6,F4_PlDNA1,E09,F4_CviMVP_PlDNA_1_SG_1378_32091231
qpcr_pl6,G4_PlDNA1,F09,G4_CviMVP_PlDNA_1_SG_1434_384f3ae3
qpcr_pl6,H4_PlDNA1,G09,H4_CviMVP_PlDNA_1_SG_1450_eda1774a
qpcr_pl6,G5_PlDNA1,H09,G5_CviMVP_PlDNA_1_SG_1121_e44e1e24
qpcr_pl6,A4_PlDNA1,A10,A4_CviMVP_PlDNA_1_SG_1395_7c3f2e88
qpcr_pl6,C4_PlDNA1,B10,C4_CviMVP_PlDNA_1_SG_1241_ec5d53a6
qpcr_pl6,D4_PlDNA1,C10,D4_CviMVP_PlDNA_1_SG_1430_2848cce4
qpcr_pl6,E4_PlDNA1,D10,E4_CviMVP_PlDNA_1_SG_1126_c5ba762d
qpcr_pl6,F4_PlDNA1,E10,F4_CviMVP_PlDNA_1_SG_1378_32091231
qpcr_pl6,G4_PlDNA1,F10,G4_CviMVP_PlDNA_1_SG_1434_384f3ae3
qpcr_pl6,H4_PlDNA1,G10,H4_CviMVP_PlDNA_1_SG_1450_eda1774a
qpcr_pl6,G5_PlDNA1,H10,G5_CviMVP_PlDNA_1_SG_1121_e44e1e24
qpcr_pl6,A5_PlDNA1,B11,A5_CviMVP_PlDNA_1_SG_1439_4d1e45dd
qpcr_pl6,B5_PlDNA1,C11,B5_CviMVP_PlDNA_1_SG_1438_ef798fa4
qpcr_pl6,C5_PlDNA1,D11,C5_CviMVP_PlDNA_1_SG_1886_e867e0c6
qpcr_pl6,D5_PlDNA1,E11,D5_CviMVP_PlDNA_1_SG_1570_998e65c4
qpcr_pl6,E5_PlDNA1,F11,E5_CviMVP_PlDNA_1_SG_1474_bce74bb8
qpcr_pl6,A5_PlDNA1,B12,A5_CviMVP_PlDNA_1_SG_1439_4d1e45dd
qpcr_pl6,B5_PlDNA1,C12,B5_CviMVP_PlDNA_1_SG_1438_ef798fa4
qpcr_pl6,C5_PlDNA1,D12,C5_CviMVP_PlDNA_1_SG_1886_e867e0c6
qpcr_pl6,D5_PlDNA1,E12,D5_CviMVP_PlDNA_1_SG_1570_998e65c4
qpcr_pl6,E5_PlDNA1,F12,E5_CviMVP_PlDNA_1_SG_1474_bce74bb8
qpcr_pl7,A6_PlDNA1,A03,A6_CviMVP_PlDNA_1_SG_1390_c6755537
qpcr_pl7,B6_PlDNA1,B03,B6_CviMVP_PlDNA_1_SG_1473_6075f53c
qpcr_pl7,C6_PlDNA1,C03,C6_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1775_e5ce5c0f
qpcr_pl7,D6_PlDNA1,D03,D6_CviMVP_PlDNA_1_SG_1890_37209564
qpcr_pl7,E6_PlDNA1,E03,E6_CviMVP_PlDNA_1_SG_1392_6133f015
qpcr_pl7,F6_PlDNA1,F03,F6_CviMVP_PlDNA_1_SG_1881_ef2db062
qpcr_pl7,G6_PlDNA1,G03,G6_CviMVP_PlDNA_1_SG_1608_de738593
qpcr_pl7,H6_PlDNA1,H03,H6_CviMVP_PlDNA_1_SG_1569_7b632b7c
qpcr_pl7,A6_PlDNA1,A04,A6_CviMVP_PlDNA_1_SG_1390_c6755537
qpcr_pl7,B6_PlDNA1,B04,B6_CviMVP_PlDNA_1_SG_1473_6075f53c
qpcr_pl7,C6_PlDNA1,C04,C6_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1775_e5ce5c0f
qpcr_pl7,D6_PlDNA1,D04,D6_CviMVP_PlDNA_1_SG_1890_37209564
qpcr_pl7,E6_PlDNA1,E04,E6_CviMVP_PlDNA_1_SG_1392_6133f015
qpcr_pl7,F6_PlDNA1,F04,F6_CviMVP_PlDNA_1_SG_1881_ef2db062
qpcr_pl7,G6_PlDNA1,G04,G6_CviMVP_PlDNA_1_SG_1608_de738593
qpcr_pl7,H6_PlDNA1,H04,H6_CviMVP_PlDNA_1_SG_1569_7b632b7c
qpcr_pl7,A7_PlDNA1,A05,A7_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1768_5fe305a2
qpcr_pl7,B7_PlDNA1,B05,B7_CviMVP_PlDNA_1_SG_1468_2e2613cd
qpcr_pl7,C7_PlDNA1,C05,C7_CviMVP_PlDNA_1_SG_1600_f7161c05
qpcr_pl7,D7_PlDNA1,D05,D7_CviMVP_PlDNA_1_SG_1255_9a84394e
qpcr_pl7,E7_PlDNA1,E05,E7_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1764_ea467efb
qpcr_pl7,F7_PlDNA1,F05,F7_CviMVP_PlDNA_1_SG_1111_79a19714
qpcr_pl7,G7_PlDNA1,G05,G7_CviMVP_PlDNA_1_SG_1575_5d10637a
qpcr_pl7,H7_PlDNA1,H05,H7_CviMVP_PlDNA_1_SG_1879_18c16562
qpcr_pl7,A7_PlDNA1,A06,A7_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1768_5fe305a2
qpcr_pl7,B7_PlDNA1,B06,B7_CviMVP_PlDNA_1_SG_1468_2e2613cd
qpcr_pl7,C7_PlDNA1,C06,C7_CviMVP_PlDNA_1_SG_1600_f7161c05
qpcr_pl7,D7_PlDNA1,D06,D7_CviMVP_PlDNA_1_SG_1255_9a84394e
qpcr_pl7,E7_PlDNA1,E06,E7_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1764_ea467efb
qpcr_pl7,F7_PlDNA1,F06,F7_CviMVP_PlDNA_1_SG_1111_79a19714
qpcr_pl7,G7_PlDNA1,G06,G7_CviMVP_PlDNA_1_SG_1575_5d10637a
qpcr_pl7,H7_PlDNA1,H06,H7_CviMVP_PlDNA_1_SG_1879_18c16562
qpcr_pl7,A8_PlDNA1,A07,A8_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1756_8d5b0131
qpcr_pl7,B8_PlDNA1,B07,B8_CviMVP_PlDNA_1_SG_1618_409fae3a
qpcr_pl7,C8_PlDNA1,C07,C8_CviMVP_PlDNA_1_SG_1249_ea2bc1d7
qpcr_pl7,D8_PlDNA1,D07,D8_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1765_64714308
qpcr_pl7,E8_PlDNA1,E07,E8_CviMVP_PlDNA_1_SG_1376_66a62dfd
qpcr_pl7,F8_PlDNA1,F07,F8_CviMVP_PlDNA_1_SG_1598_f41672fb
qpcr_pl7,G8_PlDNA1,G07,G8_CviMVP_PlDNA_1_SG_1874_7a55697c
qpcr_pl7,H8_PlDNA1,H07,H8_CviMVP_PlDNA_1_SG_1455_e05c4f6d
qpcr_pl7,A8_PlDNA1,A08,A8_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1756_8d5b0131
qpcr_pl7,B8_PlDNA1,B08,B8_CviMVP_PlDNA_1_SG_1618_409fae3a
qpcr_pl7,C8_PlDNA1,C08,C8_CviMVP_PlDNA_1_SG_1249_ea2bc1d7
qpcr_pl7,D8_PlDNA1,D08,D8_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1765_64714308
qpcr_pl7,E8_PlDNA1,E08,E8_CviMVP_PlDNA_1_SG_1376_66a62dfd
qpcr_pl7,F8_PlDNA1,F08,F8_CviMVP_PlDNA_1_SG_1598_f41672fb
qpcr_pl7,G8_PlDNA1,G08,G8_CviMVP_PlDNA_1_SG_1874_7a55697c
qpcr_pl7,H8_PlDNA1,H08,H8_CviMVP_PlDNA_1_SG_1455_e05c4f6d
qpcr_pl7,A9_PlDNA1,A09,A9_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1766_b03cf183
qpcr_pl7,B9_PlDNA1,B09,B9_CviMVP_PlDNA_1_SG_1238_3f7ed135
qpcr_pl7,C9_PlDNA1,C09,C9_CviMVP_PlDNA_1_SG_1574_143671d4
qpcr_pl7,D9_PlDNA1,D09,D9_CviMVP_PlDNA_1_SG_1461_0baeb3eb
qpcr_pl7,E9_PlDNA1,E09,E9_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1761_50f9589f
qpcr_pl7,F9_PlDNA1,F09,F9_CviMVP_PlDNA_1_SG_1245_5b85a925
qpcr_pl7,G9_PlDNA1,G09,G9_CviMVP_PlDNA_1_SG_1869_68d9f8dc
qpcr_pl7,H9_PlDNA1,H09,H9_CviMVP_PlDNA_1_SG_1104_589c9460
qpcr_pl7,A9_PlDNA1,A10,A9_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1766_b03cf183
qpcr_pl7,B9_PlDNA1,B10,B9_CviMVP_PlDNA_1_SG_1238_3f7ed135
qpcr_pl7,C9_PlDNA1,C10,C9_CviMVP_PlDNA_1_SG_1574_143671d4
qpcr_pl7,D9_PlDNA1,D10,D9_CviMVP_PlDNA_1_SG_1461_0baeb3eb
qpcr_pl7,E9_PlDNA1,E10,E9_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1761_50f9589f
qpcr_pl7,F9_PlDNA1,F10,F9_CviMVP_PlDNA_1_SG_1245_5b85a925
qpcr_pl7,G9_PlDNA1,G10,G9_CviMVP_PlDNA_1_SG_1869_68d9f8dc
qpcr_pl7,H9_PlDNA1,H10,H9_CviMVP_PlDNA_1_SG_1104_589c9460
qpcr_pl7,A10_PlDNA1,B11,A10_CviMVP_PlDNA_1_SG_1127_5d911985
qpcr_pl7,B10_PlDNA1,C11,B10_CviMVP_PlDNA_1_SG_1119_34ade408
qpcr_pl7,C10_PlDNA1,D11,C10_CviMVP_PlDNA_1_SG_1386_3505dd4f
qpcr_pl7,D10_PlDNA1,E11,D10_CviMVP_PlDNA_1_SG_1471_c9f8e6c3
qpcr_pl7,E10_PlDNA1,F11,E10_CviMVP_PlDNA_1_SG_1877_f2d87033
qpcr_pl7,A10_PlDNA1,B12,A10_CviMVP_PlDNA_1_SG_1127_5d911985
qpcr_pl7,B10_PlDNA1,C12,B10_CviMVP_PlDNA_1_SG_1119_34ade408
qpcr_pl7,C10_PlDNA1,D12,C10_CviMVP_PlDNA_1_SG_1386_3505dd4f
qpcr_pl7,D10_PlDNA1,E12,D10_CviMVP_PlDNA_1_SG_1471_c9f8e6c3
qpcr_pl7,E10_PlDNA1,F12,E10_CviMVP_PlDNA_1_SG_1877_f2d87033
qpcr_pl8,A11_PlDNA1,A03,A11_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1751_bc382cb1
qpcr_pl8,B11_PlDNA1,B03,B11_CviMVP_PlDNA_1_SG_1431_c83e8d48
qpcr_pl8,C11_PlDNA1,C03,C11_CviMVP_PlDNA_1_SG_1583_4093d9eb
qpcr_pl8,D11_PlDNA1,D03,D11_CviMVP_PlDNA_1_SG_1229_59b34b24
qpcr_pl8,E11_PlDNA1,E03,E11_CviMVP_PlDNA_1_SG_1480_8a36a1ff
qpcr_pl8,F11_PlDNA1,F03,F11_CviMVP_PlDNA_1_SG_1607_b581eaa9
qpcr_pl8,G11_PlDNA1,G03,G11_CviMVP_PlDNA_1_SG_1868_dfac88e0
qpcr_pl8,H11_PlDNA1,H03,H11_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1774_28c4bb0c
qpcr_pl8,A11_PlDNA1,A04,A11_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1751_bc382cb1
qpcr_pl8,B11_PlDNA1,B04,B11_CviMVP_PlDNA_1_SG_1431_c83e8d48
qpcr_pl8,C11_PlDNA1,C04,C11_CviMVP_PlDNA_1_SG_1583_4093d9eb
qpcr_pl8,D11_PlDNA1,D04,D11_CviMVP_PlDNA_1_SG_1229_59b34b24
qpcr_pl8,E11_PlDNA1,E04,E11_CviMVP_PlDNA_1_SG_1480_8a36a1ff
qpcr_pl8,F11_PlDNA1,F04,F11_CviMVP_PlDNA_1_SG_1607_b581eaa9
qpcr_pl8,G11_PlDNA1,G04,G11_CviMVP_PlDNA_1_SG_1868_dfac88e0
qpcr_pl8,H11_PlDNA1,H04,H11_CviMVP_PlDNA_1_SG.sharedLotterhosPuritz_1774_28c4bb0c
qpcr_pl8,A12_PlDNA1,A05,A12_CviMVP_PlDNA_1_SG_1258_b240dd80
qpcr_pl8,B12_PlDNA1,B05,B12_CviMVP_PlDNA_1_SG_1573_b976a26c
qpcr_pl8,C12_PlDNA1,C05,C12_CviMVP_PlDNA_1_SG_1610_aa188751
qpcr_pl8,D12_PlDNA1,D05,D12_CviMVP_PlDNA_1_SG_1891_20df4068
qpcr_pl8,E12_PlDNA1,E05,E12_CviMVP_PlDNA_1_SG_1894_fdb855b9
qpcr_pl8,F12_PlDNA1,F05,F12_CviMVP_PlDNA_1_SG_1884_2e4c4b0b
