plate_extraction_key,PlateDate_Key,PlateDate_Label,Well,mg_tissue,Vial_Label_Check,plate_extract_notes,Username,PlateRow,PlateCol,Extraction_plan_Key,Extraction_plan_Label
5b12561b,f4c0feb5,CviMVP_PlDNA_2_20230405,C5,19,CviMVP_30129,,nicole.mongillo28@gmail.com,C,5,8lw3lskk,C5_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3044__dfab1eb6
c9ebc1bc,f4c0feb5,CviMVP_PlDNA_2_20230405,D5,18,CviMVP_12747,,nicole.mongillo28@gmail.com,D,5,02gsqvz9,D5_CviMVP_PlDNA_2__SG_1909__21c2d575
d5661696,f4c0feb5,CviMVP_PlDNA_2_20230405,E5,19,CviMVP_10738,,nicole.mongillo28@gmail.com,E,5,676opghu,E5_CviMVP_PlDNA_2__SG_1218__72ed5589
144ee214,f4c0feb5,CviMVP_PlDNA_2_20230405,F5,22,CviMVP_11963,,nicole.mongillo28@gmail.com,F,5,u6wuepps,F5_CviMVP_PlDNA_2__SG_1641__42f8af9b
604caeea,f4c0feb5,CviMVP_PlDNA_2_20230405,G5,18,CviMVP_10064,,nicole.mongillo28@gmail.com,G,5,er0eruev,G5_CviMVP_PlDNA_2__SG_1027__8151ca73
a0d43336,f4c0feb5,CviMVP_PlDNA_2_20230405,H5,22,CviMVP_10311,,nicole.mongillo28@gmail.com,H,5,gfon0zn5,H5_CviMVP_PlDNA_2__SG_1054__bb651ac2
7b480016,f4c0feb5,CviMVP_PlDNA_2_20230405,A6,20,CviMVP_10332,,nicole.mongillo28@gmail.com,A,6,ost282c7,A6_CviMVP_PlDNA_2__SG_1061__0b870f2b
573f3d66,f4c0feb5,CviMVP_PlDNA_2_20230405,B6,18,CviMVP_11341,,nicole.mongillo28@gmail.com,B,6,bvut3i3p,B6_CviMVP_PlDNA_2__SG_1429__7aee0526
00ace4c3,f4c0feb5,CviMVP_PlDNA_2_20230405,C6,21,CviMVP_10879,,nicole.mongillo28@gmail.com,C,6,rstx0hff,C6_CviMVP_PlDNA_2__SG_1268__b74d9fc7
abc845be,f4c0feb5,CviMVP_PlDNA_2_20230405,D6,20,CviMVP_12178,,nicole.mongillo28@gmail.com,D,6,gku5lt8p,D6_CviMVP_PlDNA_2__SG_1715__3df8d222
8fac7db8,f4c0feb5,CviMVP_PlDNA_2_20230405,E6,20,CviMVP_11311,,nicole.mongillo28@gmail.com,E,6,mdrcvv58,E6_CviMVP_PlDNA_2__SG_1418__ce942e72
873eab92,f4c0feb5,CviMVP_PlDNA_2_20230405,F6,18,CviMVP_11537,,nicole.mongillo28@gmail.com,F,6,pghq6fu4,F6_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1496__13dadaa0
31c0204a,f4c0feb5,CviMVP_PlDNA_2_20230405,G6,21,CviMVP_10526,,nicole.mongillo28@gmail.com,G,6,ofswspp7,G6_CviMVP_PlDNA_2__SG_1138__2a7224fb
f85afb3e,f4c0feb5,CviMVP_PlDNA_2_20230405,H6,20,CviMVP_30087,,nicole.mongillo28@gmail.com,H,6,qhh4q67d,H6_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3029__b178cb91
0497d3b6,f4c0feb5,CviMVP_PlDNA_2_20230405,A7,22,CviMVP_12794,,nicole.mongillo28@gmail.com,A,7,13i607bq,A7_CviMVP_PlDNA_2__SG_1925__7c410165
bf18ef85,f4c0feb5,CviMVP_PlDNA_2_20230405,B7,19,CviMVP_12037,,nicole.mongillo28@gmail.com,B,7,ctcobexs,B7_CviMVP_PlDNA_2__SG_1666__33d19e4e
5682cb16,f4c0feb5,CviMVP_PlDNA_2_20230405,C7,22,CviMVP_10869,,nicole.mongillo28@gmail.com,C,7,tsaicb09,C7_CviMVP_PlDNA_2__SG_1264__0e16ac7f
761491db,f4c0feb5,CviMVP_PlDNA_2_20230405,D7,21,CviMVP_10454,,nicole.mongillo28@gmail.com,D,7,rjluhf4j,D7_CviMVP_PlDNA_2__SG_1105__cf668f83
b9c77e08,f4c0feb5,CviMVP_PlDNA_2_20230405,E7,21,CviMVP_12052,,nicole.mongillo28@gmail.com,E,7,63jdsg4b,E7_CviMVP_PlDNA_2__SG_1671__94d35d0a
7cb4903a,f4c0feb5,CviMVP_PlDNA_2_20230405,F7,20,CviMVP_10072,,nicole.mongillo28@gmail.com,F,7,pggqbtb0,F7_CviMVP_PlDNA_2__SG_1029__1709b6fc
9f270bec,f4c0feb5,CviMVP_PlDNA_2_20230405,G7,21,CviMVP_10969,,nicole.mongillo28@gmail.com,G,7,uul1vk4g,G7_CviMVP_PlDNA_2__SG_1299__b1a66ac8
22298bc3,f4c0feb5,CviMVP_PlDNA_2_20230405,H7,20,CviMVP_12431,,nicole.mongillo28@gmail.com,H,7,ce7axxeg,H7_CviMVP_PlDNA_2__SG_1800__6455f4be
677ff961,f4c0feb5,CviMVP_PlDNA_2_20230405,A8,18,CviMVP_12096,,nicole.mongillo28@gmail.com,A,8,98o9k0s7,A8_CviMVP_PlDNA_2__SG_1686__184fe4d7
95c4ee1d,f4c0feb5,CviMVP_PlDNA_2_20230405,B8,19,CviMVP_12025,,nicole.mongillo28@gmail.com,B,8,rqwwpzan,B8_CviMVP_PlDNA_2__SG_1662__1f53eaa1
d7182683,f4c0feb5,CviMVP_PlDNA_2_20230405,C8,21,CviMVP_11219,,nicole.mongillo28@gmail.com,C,8,6dnegddk,C8_CviMVP_PlDNA_2__SG_1384__24b58700
d60f2730,f4c0feb5,CviMVP_PlDNA_2_20230405,D8,19,CviMVP_11626,,nicole.mongillo28@gmail.com,D,8,5pdnp72l,D8_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1526__8fde2a0e
6c628535,f4c0feb5,CviMVP_PlDNA_2_20230405,F8,20,CviMVP_11626,,nicole.mongillo28@gmail.com,F,8,f1sqam8c,F8_CviMVP_PlDNA_2__SG_1552__5d51308b
88d3c858,f4c0feb5,CviMVP_PlDNA_2_20230405,G8,22,CviMVP_11758,,nicole.mongillo28@gmail.com,G,8,lu8ucjgh,G8_CviMVP_PlDNA_2__SG_1570__998e65c4
aa9fc9b7,f4c0feb5,CviMVP_PlDNA_2_20230405,H8,22,CviMVP_11597,,nicole.mongillo28@gmail.com,H,8,mhegcvcz,H8_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1516__405c32be
3790605f,f4c0feb5,CviMVP_PlDNA_2_20230405,A9,21,CviMVP_11924,,nicole.mongillo28@gmail.com,A,9,jg856dnk,A9_CviMVP_PlDNA_2__SG_1628__5510ba60
4bba423a,f4c0feb5,CviMVP_PlDNA_2_20230405,B9,19,CviMVP_30126,,nicole.mongillo28@gmail.com,B,9,bt937com,B9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3043__e541bd45
498b56a3,f4c0feb5,CviMVP_PlDNA_2_20230405,C9,21,CviMVP_10084,,nicole.mongillo28@gmail.com,C,9,9up3i8hr,C9_CviMVP_PlDNA_2__SG_1032__6655cc76
4fd2d574,f4c0feb5,CviMVP_PlDNA_2_20230405,D9,21,CviMVP_11576,,nicole.mongillo28@gmail.com,D,9,b0gjwdpt,D9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1509__242c6773
975f51b6,f4c0feb5,CviMVP_PlDNA_2_20230405,E9,18,CviMVP_11499,,nicole.mongillo28@gmail.com,E,9,fqe0c4oh,E9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1483__dcff5b0d
dd17689b,f4c0feb5,CviMVP_PlDNA_2_20230405,F9,19,CviMVP_11531,,nicole.mongillo28@gmail.com,F,9,kro7js34,F9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1494__7e8e3848
458b8fb0,f4c0feb5,CviMVP_PlDNA_2_20230405,G9,22,CviMVP_30144,,nicole.mongillo28@gmail.com,G,9,4ddog7qr,G9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3049__23480dce
5066bf82,f4c0feb5,CviMVP_PlDNA_2_20230405,H9,21,CviMVP_11534,,nicole.mongillo28@gmail.com,H,9,lmamhbcu,H9_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1495__6dd58e52
a7c7f192,f4c0feb5,CviMVP_PlDNA_2_20230405,A10,19,CviMVP_10604,,nicole.mongillo28@gmail.com,A,10,95u1v866,A10_CviMVP_PlDNA_2__SG_1170__5ceaf20a
e16e0457,f4c0feb5,CviMVP_PlDNA_2_20230405,B10,22,CviMVP_12220,,nicole.mongillo28@gmail.com,B,10,kbtjiu48,B10_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1729__09f98c5b
d14e3f4c,f4c0feb5,CviMVP_PlDNA_2_20230405,C10,22,CviMVP_30009,,nicole.mongillo28@gmail.com,C,10,b7wsddrq,C10_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3003__00b9719a
3297d563,f4c0feb5,CviMVP_PlDNA_2_20230405,D10,20,CviMVP_10547,,nicole.mongillo28@gmail.com,D,10,yffk1qv2,D10_CviMVP_PlDNA_2__SG_1146__b3a78220
eeed9eb8,f4c0feb5,CviMVP_PlDNA_2_20230405,E10,19,CviMVP_11273,,nicole.mongillo28@gmail.com,E,10,hsx82l9q,E10_CviMVP_PlDNA_2__SG_1403__28de4b21
b85e19e3,f4c0feb5,CviMVP_PlDNA_2_20230405,F10,20,CviMVP_10560,,nicole.mongillo28@gmail.com,F,10,n36jney8,F10_CviMVP_PlDNA_2__SG_1151__2a064c70
61165903,f4c0feb5,CviMVP_PlDNA_2_20230405,G10,19,CviMVP_10512,,nicole.mongillo28@gmail.com,G,10,wdio0623,G10_CviMVP_PlDNA_2__SG_1133__44703552
c9e4cec8,f4c0feb5,CviMVP_PlDNA_2_20230405,H10,20,CviMVP_11240,,nicole.mongillo28@gmail.com,H,10,iswho7ar,H10_CviMVP_PlDNA_2__SG_1391__56eefaf4
e1309b25,f4c0feb5,CviMVP_PlDNA_2_20230405,A11,21,CviMVP_12378,,nicole.mongillo28@gmail.com,A,11,mq4o1fiv,A11_CviMVP_PlDNA_2__SG_1782__fa92e3f5
8797acce,f4c0feb5,CviMVP_PlDNA_2_20230405,B11,20,CviMVP_11641,,nicole.mongillo28@gmail.com,B,11,4opy8bua,B11_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1531__a3123770
c0fe7006,f4c0feb5,CviMVP_PlDNA_2_20230405,C11,18,CviMVP_12223,,nicole.mongillo28@gmail.com,C,11,0q4vf9l3,C11_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1730__3947bb8f
4f2ab9aa,f4c0feb5,CviMVP_PlDNA_2_20230405,D11,20,CviMVP_11478,,nicole.mongillo28@gmail.com,D,11,nypm18z4,D11_CviMVP_PlDNA_2__SG_1476__336c2b9f
ab403f80,f4c0feb5,CviMVP_PlDNA_2_20230405,E11,22,CviMVP_10885,,nicole.mongillo28@gmail.com,E,11,lfiugu2a,E11_CviMVP_PlDNA_2__SG_1270__e5f18da2
a12c3fcd,f4c0feb5,CviMVP_PlDNA_2_20230405,F11,20,CviMVP_12464,,nicole.mongillo28@gmail.com,F,11,l3rl3vxq,F11_CviMVP_PlDNA_2__SG_1811__dabc6d9e
0dd62dad,f4c0feb5,CviMVP_PlDNA_2_20230405,G11,19,CviMVP_12235,,nicole.mongillo28@gmail.com,G,11,kx4truh9,G11_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1734__999220c1
f1701fd2,f4c0feb5,CviMVP_PlDNA_2_20230405,H11,20,CviMVP_11629,,nicole.mongillo28@gmail.com,H,11,fcm88sfv,H11_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1527__c9330c62
9ff2f514,f4c0feb5,CviMVP_PlDNA_2_20230405,A12,22,CviMVP_11662,,nicole.mongillo28@gmail.com,A,12,7b1snlf3,A12_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1538__cda643ef
252d9c4b,f4c0feb5,CviMVP_PlDNA_2_20230405,B12,20,CviMVP_11912,,nicole.mongillo28@gmail.com,B,12,aqg7r23y,B12_CviMVP_PlDNA_2__SG_1624__f59660b5
89feb5d1,f4c0feb5,CviMVP_PlDNA_2_20230405,C12,21,CviMVP_12470,,nicole.mongillo28@gmail.com,C,12,eh2bixbh,C12_CviMVP_PlDNA_2__SG_1813__c02ddcb7
338dd69e,f4c0feb5,CviMVP_PlDNA_2_20230405,D12,20,CviMVP_10992,,nicole.mongillo28@gmail.com,D,12,eal0vdh3,D12_CviMVP_PlDNA_2__SG_1307__bc92137d
dbe8a72a,f4c0feb5,CviMVP_PlDNA_2_20230405,E12,18,CviMVP_12479,,nicole.mongillo28@gmail.com,E,12,8qwb4wuj,E12_CviMVP_PlDNA_2__SG_1816__0d7068ff
ca78a655,f4c0feb5,CviMVP_PlDNA_2_20230405,F12,20,CviMVP_12586,,nicole.mongillo28@gmail.com,F,12,wm1xa7jy,F12_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1854__49920960
bacca37c,f4c0feb5,CviMVP_PlDNA_2_20230405,G12,22,CviMVP_11408,,nicole.mongillo28@gmail.com,G,12,4mqp2wef,G12_CviMVP_PlDNA_2__SG_1452__3e21ca6c
cb0271bb,f4c0feb5,CviMVP_PlDNA_2_20230405,H12,22,CviMVP_11181,,nicole.mongillo28@gmail.com,H,12,8vwlqor8,H12_CviMVP_PlDNA_2__SG_1371__c50dbc1e
3ea262e2,f4c0feb5,CviMVP_PlDNA_2_20230405,E8,20,CviMVP_11136,,nicole.mongillo28@gmail.com,E,8,y073odu2,E8_CviMVP_PlDNA_2__SG_1356__4295d929
8cfacabd,6c28e4e2,CviMVP_PlDNA_2_20230412_F1,F1,20,CviMVP_10088,,nicole.mongillo28@gmail.com,F,1,bb49gmhe,F1_CviMVP_PlDNA_2__SG_1033__a3c23635
7a86a4ec,425d46e1,CviMVP_PlDNA_2_20230412_A5,A5,19,CviMVP_10300,,nicole.mongillo28@gmail.com,A,5,2yathke9,A5_CviMVP_PlDNA_2__SG_1050__f357cf40
86957dcb,1ef5258b,CviMVP_PlDNA_2_20230412_B5,B5,19,CviMVP_11285,,nicole.mongillo28@gmail.com,B,5,ossbiq5z,B5_CviMVP_PlDNA_2__SG_1409__e556ee36
aba36684,16cde7c5,CviMVP_PlDNA_2_20230412_A11,A11,19,CviMVP_12378,,nicole.mongillo28@gmail.com,A,11,mq4o1fiv,A11_CviMVP_PlDNA_2__SG_1782__fa92e3f5
83594e7a,2fd24239,CviMVP_PlDNA_2_20230412_E11,E11,18,CviMVP_10885,,nicole.mongillo28@gmail.com,E,11,lfiugu2a,E11_CviMVP_PlDNA_2__SG_1270__e5f18da2
dc083b49,592a12fe,CviMVP_PlDNA_2_20230412_F12,F12,21,CviMVP_12586,,nicole.mongillo28@gmail.com,F,12,wm1xa7jy,F12_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1854__49920960
c88eba2c,0b4c6e6b,CviMVP_PlDNA_5_04202023,A1,19,CviMVP_10723,,nicole.mongillo28@gmail.com,A,1,rdkdqbvf,A1_CviMVP_PlDNA_5__SG_1213__8759c16a
88131c8b,0b4c6e6b,CviMVP_PlDNA_5_04202023,B1,21,CviMVP_10093,,nicole.mongillo28@gmail.com,B,1,2f909p9o,B1_CviMVP_PlDNA_5__SG_1034__0e0ac7d6
f41b38dc,0b4c6e6b,CviMVP_PlDNA_5_04202023,C1,19,CviMVP_10592,,nicole.mongillo28@gmail.com,C,1,0y6278cq,C1_CviMVP_PlDNA_5__SG_1165__5f778713
d36b1f40,0b4c6e6b,CviMVP_PlDNA_5_04202023,D1,22,CviMVP_10601,,nicole.mongillo28@gmail.com,D,1,gp4hhrt5,D1_CviMVP_PlDNA_5__SG_1169__fccffcf3
d88233fc,0b4c6e6b,CviMVP_PlDNA_5_04202023,E1,19,CviMVP_30135,,nicole.mongillo28@gmail.com,E,1,l8q9munh,E1_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_3046__33ba00b5
ea4904a7,0b4c6e6b,CviMVP_PlDNA_5_04202023,F1,22,CviMVP_10716,,nicole.mongillo28@gmail.com,F,1,9gd0s5p7,F1_CviMVP_PlDNA_5__SG_1210__917a5e66
f7b4bfb1,0b4c6e6b,CviMVP_PlDNA_5_04202023,G1,21,CviMVP_11505,,nicole.mongillo28@gmail.com,G,1,expixoxv,G1_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1485__584ef346
6f8f34a2,0b4c6e6b,CviMVP_PlDNA_5_04202023,H1,22,CviMVP_10544,,nicole.mongillo28@gmail.com,H,1,5ls5snoy,H1_CviMVP_PlDNA_5__SG_1145__7605b3c0
9e0724c2,0b4c6e6b,CviMVP_PlDNA_5_04202023,A2,20,CviMVP_10550,,nicole.mongillo28@gmail.com,A,2,u1ec8obj,A2_CviMVP_PlDNA_5__SG_1147__554b56fe
b2ac456d,0b4c6e6b,CviMVP_PlDNA_5_04202023,B2,22,CviMVP_12104,,nicole.mongillo28@gmail.com,B,2,d5njkd48,B2_CviMVP_PlDNA_5__SG_1689__736d4e14
c4a2d69f,0b4c6e6b,CviMVP_PlDNA_5_04202023,C2,22,CviMVP_30093,,nicole.mongillo28@gmail.com,C,2,zpf5o1pm,C2_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_3031__88811f65
f86c9418,0b4c6e6b,CviMVP_PlDNA_5_04202023,D2,19,CviMVP_10894,,nicole.mongillo28@gmail.com,D,2,194owxfe,D2_CviMVP_PlDNA_5__SG_1273__b28f35d2
8c5b74b2,0b4c6e6b,CviMVP_PlDNA_5_04202023,E2,22,CviMVP_11888,,nicole.mongillo28@gmail.com,E,2,kyjop3ru,E2_CviMVP_PlDNA_5__SG_1616__54b5281b
aa5b5716,0b4c6e6b,CviMVP_PlDNA_5_04202023,F2,22,CviMVP_10277,,nicole.mongillo28@gmail.com,F,2,fcd9qugl,F2_CviMVP_PlDNA_5__SG_1041__eed5c808
7170385a,0b4c6e6b,CviMVP_PlDNA_5_04202023,G2,21,CviMVP_11814,,nicole.mongillo28@gmail.com,G,2,q08tni8f,G2_CviMVP_PlDNA_5__SG_1591__7dc1a9e6
eb780b74,0b4c6e6b,CviMVP_PlDNA_5_04202023,H2,22,CviMVP_10874,,nicole.mongillo28@gmail.com,H,2,rl489dru,H2_CviMVP_PlDNA_5__SG_1266__4e08d2b2
5ff8cbbf,0b4c6e6b,CviMVP_PlDNA_5_04202023,A3,18,CviMVP_11080,,nicole.mongillo28@gmail.com,A,3,ohxrhwjv,A3_CviMVP_PlDNA_5__SG_1337__2df389df
3af80a6f,0b4c6e6b,CviMVP_PlDNA_5_04202023,B3,21,CviMVP_12013,,nicole.mongillo28@gmail.com,B,3,7fp3x2j8,B3_CviMVP_PlDNA_5__SG_1658__dcd3c107
a177c362,0b4c6e6b,CviMVP_PlDNA_5_04202023,C3,22,CviMVP_12381,,nicole.mongillo28@gmail.com,C,3,u0yub760,C3_CviMVP_PlDNA_5__SG_1783__7efed587
72c02649,0b4c6e6b,CviMVP_PlDNA_5_04202023,D3,22,CviMVP_12202,,nicole.mongillo28@gmail.com,D,3,jn99rc8z,D3_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1723__2000ae81
53437a85,0b4c6e6b,CviMVP_PlDNA_5_04202023,E3,19,CviMVP_11121,,nicole.mongillo28@gmail.com,E,3,bbhrvc94,E3_CviMVP_PlDNA_5__SG_1351__c9f860e1
0136b20f,0b4c6e6b,CviMVP_PlDNA_5_04202023,F3,21,CviMVP_10541,,nicole.mongillo28@gmail.com,F,3,j6lall4a,F3_CviMVP_PlDNA_5__SG_1144__70b2aa79
f0ac5985,0b4c6e6b,CviMVP_PlDNA_5_04202023,G3,20,CviMVP_30090,,nicole.mongillo28@gmail.com,G,3,avhhthmv,G3_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_3030__5791a206
bb7da7e6,0b4c6e6b,CviMVP_PlDNA_5_04202023,H3,22,CviMVP_10661,,nicole.mongillo28@gmail.com,H,3,4s9v4icr,H3_CviMVP_PlDNA_5__SG_1191__cec6ab4c
c81ca687,0b4c6e6b,CviMVP_PlDNA_5_04202023,A4,21,CviMVP_10399,,nicole.mongillo28@gmail.com,A,4,88bx09xy,A4_CviMVP_PlDNA_5__SG_1086__5112cfbc
2727512a,0b4c6e6b,CviMVP_PlDNA_5_04202023,B4,,CviMVP_10676,"B4 and B5 tissue added to same well, extract individually",nicole.mongillo28@gmail.com,B,4,5l8xu5wo,B4_CviMVP_PlDNA_5__SG_1196__1127cf33
6db7aee5,0b4c6e6b,CviMVP_PlDNA_5_04202023,C4,18,CviMVP_10369,,nicole.mongillo28@gmail.com,C,4,ryvspk2w,C4_CviMVP_PlDNA_5__SG_1074__66a12ae0
f97e86eb,0b4c6e6b,CviMVP_PlDNA_5_04202023,D4,22,CviMVP_12211,,nicole.mongillo28@gmail.com,D,4,4px26vto,D4_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1726__d7bf8240
2237c69d,0b4c6e6b,CviMVP_PlDNA_5_04202023,E4,19,CviMVP_11184,,nicole.mongillo28@gmail.com,E,4,mdgawi45,E4_CviMVP_PlDNA_5__SG_1372__d1d73898
a09f73f9,0b4c6e6b,CviMVP_PlDNA_5_04202023,F4,22,CviMVP_10994,,nicole.mongillo28@gmail.com,F,4,o7mrvb38,F4_CviMVP_PlDNA_5__SG_1308__5cf62761
bd91e1eb,0b4c6e6b,CviMVP_PlDNA_5_04202023,G4,21,CviMVP_12238,,nicole.mongillo28@gmail.com,G,4,edxtutyc,G4_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1735__1dc2e73e
f66b730b,0b4c6e6b,CviMVP_PlDNA_5_04202023,H4,21,CviMVP_12622,,nicole.mongillo28@gmail.com,H,4,yuqrv0w7,H4_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1866__a98f91ad
746140b8,0b4c6e6b,CviMVP_PlDNA_5_04202023,A5,20,CviMVP_30168,,nicole.mongillo28@gmail.com,A,5,f59pez1r,A5_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_3057__d418b8c8
09a49d81,0b4c6e6b,CviMVP_PlDNA_5_04202023,B5,,CviMVP_11269,"Tissue from B4 and B5 placed in same tube. Will re-extract individually. B5 original Vial empty after this extraction, will need replacing. REPLACED B5 WITH SAMPLE SG1402, Vial label CviMVP_11271 (This sample comes from the same population as the replaced individual, and was not in the sampling plan)",nicole.mongillo28@gmail.com,B,5,3xkzre90,B5_CviMVP_PlDNA_5__SG_1401__80e85afd
5aac83cb,0b4c6e6b,CviMVP_PlDNA_5_04202023,C5,21,CviMVP_11737,,nicole.mongillo28@gmail.com,C,5,8cegjzs1,C5_CviMVP_PlDNA_5__SG_1563__7e234e54
913bfbe4,0b4c6e6b,CviMVP_PlDNA_5_04202023,D5,21,CviMVP_11555,,nicole.mongillo28@gmail.com,D,5,e2kwitth,D5_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1502__f43278c7
4024766f,0b4c6e6b,CviMVP_PlDNA_5_04202023,E5,22,CviMVP_10708,"Piece of tissue fell on counter, rinsed in 95% EtOH",nicole.mongillo28@gmail.com,E,5,3tuzf2aw,E5_CviMVP_PlDNA_5__SG_1207__e09a88dc
58d7c40b,0b4c6e6b,CviMVP_PlDNA_5_04202023,F5,19,CviMVP_10529,,nicole.mongillo28@gmail.com,F,5,8ygy0cx2,F5_CviMVP_PlDNA_5__SG_1139__567ff899
0a5ec264,0b4c6e6b,CviMVP_PlDNA_5_04202023,G5,22,CviMVP_10693,,nicole.mongillo28@gmail.com,G,5,49x62976,G5_CviMVP_PlDNA_5__SG_1202__19d39fd0
b2c9c1a3,0b4c6e6b,CviMVP_PlDNA_5_04202023,H5,19,CviMVP_11336,,nicole.mongillo28@gmail.com,H,5,jraekojz,H5_CviMVP_PlDNA_5__SG_1427__53cbce97
aa5f2fca,0b4c6e6b,CviMVP_PlDNA_5_04202023,A6,21,CviMVP_12161,,nicole.mongillo28@gmail.com,A,6,q28yk1et,A6_CviMVP_PlDNA_5__SG_1709__6247eadb
5e7620e5,0b4c6e6b,CviMVP_PlDNA_5_04202023,B6,22,CviMVP_12779,,nicole.mongillo28@gmail.com,B,6,bsmp4sj1,B6_CviMVP_PlDNA_5__SG_1920__493d92a6
5b2f7212,0b4c6e6b,CviMVP_PlDNA_5_04202023,C6,21,CviMVP_12372,,nicole.mongillo28@gmail.com,C,6,v7v45qoq,C6_CviMVP_PlDNA_5__SG_1780__8e36b6da
803f19d0,0b4c6e6b,CviMVP_PlDNA_5_04202023,D6,22,CviMVP_12181,,nicole.mongillo28@gmail.com,D,6,zxe7nwte,D6_CviMVP_PlDNA_5__SG_1716__77fa6afc
4949893a,0b4c6e6b,CviMVP_PlDNA_5_04202023,E6,19,CviMVP_10610,,nicole.mongillo28@gmail.com,E,6,rhdwb26g,E6_CviMVP_PlDNA_5__SG_1173__1943456c
b1e99f00,0b4c6e6b,CviMVP_PlDNA_5_04202023,F6,19,CviMVP_11275,,nicole.mongillo28@gmail.com,F,6,n5kupyae,F6_CviMVP_PlDNA_5__SG_1404__4a6042b3
4c0b4cd9,0b4c6e6b,CviMVP_PlDNA_5_04202023,G6,19,CviMVP_12067,,nicole.mongillo28@gmail.com,G,6,klmchq77,G6_CviMVP_PlDNA_5__SG_1676__ab938180
f13e0397,0b4c6e6b,CviMVP_PlDNA_5_04202023,H6,18,CviMVP_10897,,nicole.mongillo28@gmail.com,H,6,47yt92y9,H6_CviMVP_PlDNA_5__SG_1274__62c5ba48
df778453,0b4c6e6b,CviMVP_PlDNA_5_04202023,A7,21,CviMVP_11103,,nicole.mongillo28@gmail.com,A,7,qxjqnxow,A7_CviMVP_PlDNA_5__SG_1346__c3dc3555
1c93a443,0b4c6e6b,CviMVP_PlDNA_5_04202023,B7,18,CviMVP_11780,,nicole.mongillo28@gmail.com,B,7,3kylr0rs,B7_CviMVP_PlDNA_5__SG_1579__be3981ad
b68295ea,0b4c6e6b,CviMVP_PlDNA_5_04202023,C7,20,CviMVP_11600,,nicole.mongillo28@gmail.com,C,7,w1x96vei,C7_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1517__6dd8eee1
0db004b0,0b4c6e6b,CviMVP_PlDNA_5_04202023,D7,21,CviMVP_12419,,nicole.mongillo28@gmail.com,D,7,0arxje7d,D7_CviMVP_PlDNA_5__SG_1796__1ba8d3a0
34e63da7,0b4c6e6b,CviMVP_PlDNA_5_04202023,E7,22,CviMVP_12765,,nicole.mongillo28@gmail.com,E,7,2lyevwn8,E7_CviMVP_PlDNA_5__SG_1916__b4df3bc3
fcfbaaca,0b4c6e6b,CviMVP_PlDNA_5_04202023,F7,22,CviMVP_11130,,nicole.mongillo28@gmail.com,F,7,ve8004s5,F7_CviMVP_PlDNA_5__SG_1354__541bb3b2
51501bab,0b4c6e6b,CviMVP_PlDNA_5_04202023,G7,22,CviMVP_11659,,nicole.mongillo28@gmail.com,G,7,kdxbirtx,G7_CviMVP_PlDNA_5__SG-sharedLotterhosPuritz_1537__b0ca9a64
7014ff3b,0b4c6e6b,CviMVP_PlDNA_5_04202023,H7,21,CviMVP_12402,,nicole.mongillo28@gmail.com,H,7,kcrrcn2l,H7_CviMVP_PlDNA_5__SG_1790__4da0737e
1b31af08,0b4c6e6b,CviMVP_PlDNA_5_04202023,A8,22,CviMVP_10802,,nicole.mongillo28@gmail.com,A,8,ynz1flu8,A8_CviMVP_PlDNA_5__SG_1240__5c86242a
3bd146aa,0b4c6e6b,CviMVP_PlDNA_5_04202023,B8,20,CviMVP_11722,,nicole.mongillo28@gmail.com,B,8,5r76pupn,B8_CviMVP_PlDNA_5__SG_1558__fba7a623
